model_number,identifier,variant,emc,model_name,storage_capacity,housing_color,network,cellular_network,camera,controller,ports,power_cord,power_brick,dimensions,avg_weight,release_date,msrp
MGKA3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGL73LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGL23LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGKV3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGL03LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGKE3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGK23LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGM43LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGJT3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGJU3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGLT3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGL83LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGKW3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGK13LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGLQ3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGK93LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGK03LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGK33LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGK73LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGKT3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGKN3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGKM3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGKY3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGLU3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGKU3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGKR3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGKG3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGKK3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGKH3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGK53LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGL43LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGJV3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGJX3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGJW3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGK63LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGL53LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGM23LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGJQ3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGKX3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGKP3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGLV3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGLN3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGJR3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGLX3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGKL3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGKQ3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGLW3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGL33LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1099
MGJM3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGKF3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGJY3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGLY3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGL63LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGKJ3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGK43LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGLR3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGLP3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MGKC3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,1299
MGJP3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
MG8V3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,879
MG8H3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Red,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,729
MG743LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Green,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG733LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG8R3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Black,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,879
MG8P3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,779
MG6Y3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Green,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MG763LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG683LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG6D3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Red,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MG7M3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Black,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG6X3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MG7K3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG8G3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,729
MG633LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MJQ43LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Purple,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,April 20th 2021,879
MG8J3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,729
MG8L3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Black,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,779
MG6N3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG6C3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MJQ03LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Purple,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,April 20th 2021,879
MG713LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG6K3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG6J3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Red,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG7Q3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG7P3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Red,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG7L3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Green,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG7U3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MG773LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Red,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MJNR3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Purple,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,April 20th 2021,879
MG6E3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MG7H3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,699
MG7R3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Green,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG6T3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Green,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MJQA3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Purple,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,April 20th 2021,879
MG6M3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Black,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
MG7D3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Red,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MG8M3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,White,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,779
MJQ93LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Purple,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,April 20th 2021,879
MG6A3LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,256GB,Black,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,849
MJQ23LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,64GB,Purple,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,April 20th 2021,879
MG783LL/A,"iPhone13,1",A2176,3539,iPhone 12 Mini,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.29 inches,4.76 oz,November 6th 2020,749
